,4fe4s_1,4fe4s_2,4fe4s_3,4fe4s_4,4fe4s_5,4fe4s_6,4fe4s_7,4fe4s_8,4fe4s_9,4fe4s_10
translation_BSU00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00130,1.0880144796396065e-08,1.0866187377716854e-08,1.0852392421129741e-08,1.0838440634880834e-08,1.0824511109452882e-08,1.0810704949989147e-08,1.0796761664383657e-08,1.0782980323031598e-08,1.0769042669843778e-08,1.0755107884870396e-08
transcription_TU_BSU_tRNA_7,1.435383760488144e-06,1.4336704611638062e-06,1.4319697693115084e-06,1.4302566237333698e-06,1.4285461157315113e-06,1.4268430882261168e-06,1.4251301746651346e-06,1.4234298546414296e-06,1.4217170948258623e-06,1.420004413281328e-06
translation_BSU00140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00150,2.160609560304521e-09,2.1601240513941987e-09,2.1596709586173924e-09,2.159185554434799e-09,2.1587002044220944e-09,2.158247259950408e-09,2.157762014666881e-09,2.1573091679428714e-09,2.156824027389476e-09,2.1563389410072118e-09
translation_BSU00180,9.651772200056928e-11,9.650207638990709e-11,9.648792629615259e-11,9.647228246081046e-11,9.645665965812124e-11,9.644249184774355e-11,9.642685073746842e-11,9.641270455103195e-11,9.63970652164885e-11,9.638142683165243e-11
transcription_TU_BSU_misc_RNA_2,8.253627746598175e-08,8.251273869534296e-08,8.249083709062981e-08,8.246730670099203e-08,8.244380607838357e-08,8.242189088071591e-08,8.239837321159386e-08,8.237649123175415e-08,8.235298194002977e-08,8.232947698812493e-08
transcription_TU_BSU_rRNA_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_8,1.9674227756014753e-06,1.96076632095469e-06,1.9541271023018105e-06,1.9474712500881068e-06,1.9408151727768017e-06,1.9341773632423795e-06,1.9275224198961294e-06,1.9208846604167016e-06,1.914230319502513e-06,1.9075762850227975e-06
transcription_TU_BSU_tRNA_9,1.8524093178690946e-06,1.8495726083884025e-06,2.01189062558813e-06,1.8439159752228851e-06,2.6799306509975058e-06,1.5003444489239644e-06,1.4971766501872301e-06,2.6639182805406893e-06,1.4976640867309003e-06,2.148587529802133e-06
transcription_TU_BSU_rRNA_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00280,1.1200504471468545e-08,1.119799245529282e-08,1.1195648520921171e-08,1.1193137045323913e-08,1.1190625865450633e-08,1.118828268038745e-08,1.1185772025012804e-08,1.1183429360493197e-08,1.1180919245709716e-08,1.1178409410569291e-08
transcription_TU_BSU00280,3.2760386506743123e-10,3.275593394264302e-10,3.275177942980285e-10,3.2747327198525487e-10,3.2742875186495856e-10,3.273872109778321e-10,3.273426937151608e-10,3.273011564042955e-10,3.272566424700252e-10,3.27212130257615e-10
translation_BSU00380,6.2263376226328096e-09,6.229355649222804e-09,6.232470689759031e-09,6.23548709695847e-09,6.238522270949207e-09,6.241615348903455e-09,6.2446293164335e-09,6.2477404050201615e-09,6.250752753110733e-09,6.253764280926657e-09
translation_BSU00410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00460,8.230824864817716e-11,8.22897265371259e-11,8.227244111396363e-11,8.225392303252427e-11,8.22354070353669e-11,8.221812731850562e-11,8.219961535096017e-11,8.218233939506997e-11,8.216383145713641e-11,8.214532560348486e-11
transcription_TU_BSU00460,2.4074362411766065e-12,2.407107217985502e-12,2.4068001415734625e-12,2.4064711438815904e-12,2.4061421593789233e-12,2.4058351190759976e-12,2.4055061600723607e-12,2.4051991435684678e-12,2.4048702100637275e-12,2.4045412897480197e-12
translation_BSU00500,3.853726131939583e-07,3.8528589145640555e-07,3.8520495997257967e-07,3.8511825710193393e-07,3.85031563990033e-07,3.8495065922348215e-07,3.848639849784883e-07,3.847830978210505e-07,3.846964424429635e-07,3.846097968236214e-07
translation_BSU00510,3.853726131939583e-07,3.8528589145640555e-07,3.8520495997257967e-07,3.8511825710193393e-07,3.85031563990033e-07,3.8495065922348215e-07,3.848639849784883e-07,3.847830978210505e-07,3.846964424429635e-07,3.846097968236214e-07
translation_BSU00550,3.7882387418390924e-11,3.769926889714721e-11,3.751660081858363e-11,3.7333498746334014e-11,3.715025638447086e-11,3.6967760898322483e-11,3.6784683649006216e-11,3.6602055353102955e-11,3.641899455276597e-11,3.623594212636861e-11
transcription_TU_BSU00550,1.108022997344468e-12,1.1027644165782744e-12,1.0975116204033104e-12,1.0922517020576349e-12,1.0869867535278081e-12,1.0817363560015125e-12,1.0764744182341712e-12,1.0712183765531748e-12,1.0659550988211972e-12,1.0606911394612162e-12
transcription_TU_BSU_tRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00680,8.642438241218084e-09,8.640496205576795e-09,8.63868383446957e-09,8.636742217739196e-09,8.634800817688378e-09,8.632989039801632e-09,8.631048058667524e-09,8.629236671771486e-09,8.627296109557903e-09,8.625355764028847e-09
transcription_TU_BSU00680,2.527829151483204e-10,2.527484493952806e-10,2.527162825642827e-10,2.5268181939376894e-10,2.5264735755906516e-10,2.5261519438521854e-10,2.5258073513312126e-10,2.525485743697321e-10,2.5251411770029437e-10,2.524796623667358e-10
translation_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00740,2.9667399347863204e-11,2.966072318995257e-11,2.9654492787043086e-11,2.964781808157625e-11,2.964114412737344e-11,2.9634915781257935e-11,2.962824327949893e-11,2.962201628899764e-11,2.961534523968243e-11,2.9608674941631247e-11
translation_BSU00750,2.9667399347863204e-11,2.966072318995257e-11,2.9654492787043086e-11,2.964781808157625e-11,2.964114412737344e-11,2.9634915781257935e-11,2.962824327949893e-11,2.962201628899764e-11,2.961534523968243e-11,2.9608674941631247e-11
translation_BSU00760,1.5018311259652493e-11,1.501493163691088e-11,1.5011777665473394e-11,1.5008398777991818e-11,1.500502027081715e-11,1.5001867340575486e-11,1.4998489568660857e-11,1.4995337324661886e-11,1.499196028800729e-11,1.4988583631659602e-11
translation_BSU00770,1.8939153194506122e-11,1.8934891251086758e-11,1.8930913869928993e-11,1.892665285372456e-11,1.8922392317114052e-11,1.8918416248977885e-11,1.8914156639582312e-11,1.8910181436846745e-11,1.8905922754666103e-11,1.890166455207938e-11
translation_BSU00780,4.991682317182403e-11,4.9905590215743696e-11,4.989510726384504e-11,4.988387675157111e-11,4.9872647503334945e-11,4.986216801209086e-11,4.985094120766111e-11,4.984046399730299e-11,4.982923963667963e-11,4.981801654009404e-11
translation_BSU00790,2.2943862032277638e-11,2.2938698895320082e-11,2.2933880491688392e-11,2.2928718478006594e-11,2.2923557045329483e-11,2.291874023235953e-11,2.2913579922958172e-11,2.2908764158378917e-11,2.29036049722533e-11,2.289844636713237e-11
translation_BSU00810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00820,1.4873659941696736e-08,1.4824384089662306e-08,1.4775330328329752e-08,1.4726075489037873e-08,1.4676811862581695e-08,1.4627808182547843e-08,1.4578585045596142e-08,1.4529582170237288e-08,1.4480380046087638e-08,1.4431188611530834e-08
transcription_TU_BSU_rRNA_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5487710906557667e-06,0.0
transcription_TU_BSU_rRNA_11,3.5466780698781176e-06,0.0,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,0.0,3.5487710906557667e-06,3.549020807271176e-06
translation_BSU00900,3.977073291632535e-10,3.976178317017275e-10,3.975343098240029e-10,3.974448318332616e-10,3.973553639136157e-10,3.9727186960831253e-10,3.9718242115945146e-10,3.970989450268805e-10,3.9700951604880403e-10,3.969200971418229e-10
translation_BSU00910,4.553436522315217e-10,4.5524118466804376e-10,4.5514555867863997e-10,4.550431134076811e-10,4.549406796673353e-10,4.548450852461883e-10,4.547426737983617e-10,4.5464710018356563e-10,4.54544711028258e-10,4.5444233340356344e-10
translation_BSU00930,1.2124583926380252e-09,1.224633509144739e-09,1.2368259019079385e-09,1.2489955786088848e-09,1.2611785347572599e-09,1.273346950172508e-09,1.2855084217702584e-09,1.2976876238239071e-09,1.3098436556006321e-09,1.3219969220812155e-09
translation_BSU00940,1.2124583926380252e-09,1.224633509144739e-09,1.2368259019079385e-09,1.2489955786088848e-09,1.2611785347572599e-09,1.273346950172508e-09,1.2855084217702584e-09,1.2976876238239071e-09,1.3098436556006321e-09,1.3219969220812155e-09
translation_BSU00980,4.5509572040183295e-11,4.5502598004522214e-11,4.549597747235751e-11,4.548900444145208e-11,4.5482044224129354e-11,4.547541283146008e-11,4.546844132205523e-11,4.546182317443368e-11,4.5454852669638415e-11,4.5447882681600793e-11
translation_BSU00990,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU00990,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01000,8.253627746598175e-08,8.251273869534296e-08,8.249083709062981e-08,8.246730670099203e-08,8.244380607838357e-08,8.242189088071591e-08,8.239837321159386e-08,8.237649123175415e-08,8.235298194002977e-08,8.232947698812493e-08
transcription_TU_BSU01000,2.4141058623753515e-09,2.413630683287099e-09,2.4131891031800733e-09,2.4127140271607286e-09,2.4122397485008566e-09,2.411797569814561e-09,2.411322650284338e-09,2.410881311230673e-09,2.4104064947459567e-09,2.4099317316834344e-09
translation_BSU01010,3.7882387418390924e-11,3.769926889714721e-11,3.751660081858363e-11,3.7333498746334014e-11,3.715025638447086e-11,3.6967760898322483e-11,3.6784683649006216e-11,3.6602055353102955e-11,3.641899455276597e-11,3.623594212636861e-11
transcription_TU_BSU01010,1.108022997344468e-12,1.1027644165782744e-12,1.0975116204033104e-12,1.0922517020576349e-12,1.0869867535278081e-12,1.0817363560015125e-12,1.0764744182341712e-12,1.0712183765531748e-12,1.0659550988211972e-12,1.0606911394612162e-12
translation_BSU01020,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01020,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01030,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01030,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01040,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
translation_BSU01050,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
translation_BSU01070,3.9005207917550704e-08,3.9902178970034796e-08,4.079955075659512e-08,4.169675348551875e-08,4.25958989502663e-08,4.349178372174245e-08,4.4389336245428315e-08,4.5287269999393055e-08,4.6185054611470044e-08,4.7082957304876256e-08
translation_BSU01080,3.9005207917550704e-08,3.9902178970034796e-08,4.079955075659512e-08,4.169675348551875e-08,4.25958989502663e-08,4.349178372174245e-08,4.4389336245428315e-08,4.5287269999393055e-08,4.6185054611470044e-08,4.7082957304876256e-08
transcription_TU_BSU01080,1.1408644051791508e-09,1.1672030890610218e-09,1.193551123651301e-09,1.219905754729394e-09,1.2463218943733275e-09,1.2726397946730514e-09,1.2990185090769265e-09,1.3254052369264683e-09,1.3517999345397334e-09,1.3782027650544153e-09
translation_BSU01100,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01100,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01110,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01110,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01120,2.1714555338841344e-07,2.1714777408187315e-07,2.1715321675536432e-07,2.1715542569114868e-07,2.1715776352075885e-07,2.1716305384759e-07,2.1716524513678943e-07,2.1717065855090696e-07,2.1717283808206198e-07,2.1717501172434215e-07
transcription_TU_BSU01120,6.351296296828612e-09,6.351922607570475e-09,6.352605875714537e-09,6.35323211825943e-09,6.353862270287295e-09,6.354541492879871e-09,6.3551676330815006e-09,6.3558507314307006e-09,6.35647680343395e-09,6.357102841291037e-09
translation_BSU01130,2.1714555118157196e-07,2.1714777189179924e-07,2.1715321458200237e-07,2.1715542353453985e-07,2.1715776138091167e-07,2.1716305172441773e-07,2.171652430303484e-07,2.1717065646114276e-07,2.1717283600901452e-07,2.1717500966800408e-07
transcription_TU_BSU01130,6.351296232280644e-09,6.351922543507281e-09,6.3526058121349505e-09,6.353232055164361e-09,6.353862207677081e-09,6.354541430752423e-09,6.355167571438184e-09,6.35585067027037e-09,6.356476742757494e-09,6.3571027810983266e-09
translation_BSU01150,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01150,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01160,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01160,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01170,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01170,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01180,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01180,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01190,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01190,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01200,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01200,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01210,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01210,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01220,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01220,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01230,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01230,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01240,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01240,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01250,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01250,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01260,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01260,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01270,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01270,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01280,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01280,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01290,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
transcription_TU_BSU01290,1.037368849592206e-07,1.0375336143459425e-07,1.0377015373000649e-07,1.0378663602734269e-07,1.0380318408529135e-07,1.0381992206592523e-07,1.0383641315474226e-07,1.0385321955802015e-07,1.0386971647866307e-07,1.0388621636793856e-07
translation_BSU01300,3.5466780698781176e-06,3.5469278958440513e-06,3.5472093069420842e-06,3.547459105546503e-06,3.547711036751235e-06,3.5479902604015203e-06,3.5482400180120265e-06,3.5485213604080814e-06,3.5487710906557667e-06,3.549020807271176e-06
