,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU01780,4.7722284428841154e-08,4.755397883789295e-08,4.75432815828562e-08,4.761551140604437e-08,4.762220212588409e-08,4.761885670720898e-08,4.7624209433494205e-08,4.7624209433494205e-08,4.761618045687645e-08,4.7624209433494205e-08,4.7617518572641873e-08,0.0,0.0
translation_BSU02090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02230,7.396331848850919e-09,7.360033822308071e-09,7.351253774907337e-09,7.3679559408546426e-09,7.3678754924952015e-09,7.3704447641736044e-09,7.369983057344973e-09,7.369983057344973e-09,7.372460648276174e-09,7.369983057344973e-09,7.3684808404324895e-09,0.0,0.0
translation_BSU02270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03130,4.998023722190448e-14,4.9840743472218156e-14,4.9772332064821125e-14,4.9837072679969224e-14,4.984697369588626e-14,4.984098695644636e-14,4.984841906835784e-14,4.984841906835784e-14,4.984001990491658e-14,4.984841906835784e-14,4.9845313850055264e-14,0.0,0.0
translation_BSU03150,1.541682918443939e-07,1.54060017553647e-07,1.5384514231183375e-07,1.5390879793824684e-07,1.5392831763207985e-07,1.5391494154640312e-07,1.5392885086915362e-07,1.5392885086915362e-07,1.5391758100288336e-07,1.5392885086915362e-07,1.5393305083260051e-07,0.0,0.0
translation_BSU03200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU03950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04640,5.828931350922102e-08,5.808374042164674e-08,5.807067449951019e-08,5.815889799632977e-08,5.816707022594971e-08,5.816298403937445e-08,5.816952200678952e-08,5.816952200678952e-08,5.815971519345627e-08,5.816952200678952e-08,5.8161349604932914e-08,0.0,0.0
transcription_TU_BSU04640,1.618549109505966e-09,1.615047102287877e-09,1.6148243884496207e-09,1.6163278876389276e-09,1.6164671219965302e-09,1.616397504362859e-09,1.6165088930134079e-09,1.6165088930134079e-09,1.616341810910935e-09,1.6165088930134079e-09,1.6163696575641181e-09,0.0,0.0
translation_BSU04730,4.050532723428497e-11,6.328163225691655e-11,6.306267576290225e-11,6.308609253875518e-11,6.304166364438035e-11,6.303574773554177e-11,6.30427004623967e-11,6.30427004623967e-11,6.304731280586274e-11,6.30427004623967e-11,6.305674286607535e-11,0.0,0.0
translation_BSU04740,1.9663040085886457e-07,3.5109315036784433e-07,3.5051575297575817e-07,3.507505632971973e-07,3.5079251291043494e-07,3.507836117881743e-07,3.5080418901072227e-07,3.5080418901072227e-07,3.507911810780836e-07,3.5080418901072227e-07,3.5081091402258416e-07,0.0,0.0
transcription_TU_BSU_tRNA_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_46,1.0901723624089156e-06,1.0952199285046804e-06,1.0912266769869035e-06,1.0896046426117647e-06,1.0896888056648e-06,1.089540942320202e-06,1.0896401195973455e-06,1.0896401195973455e-06,1.0898248449435037e-06,1.0896401195973455e-06,1.0900105339359794e-06,0.0,0.0
transcription_TU_BSU_tRNA_47,1.3169587772494026e-06,1.3249690632382783e-06,1.318663774984714e-06,1.3163288149066824e-06,1.3164215236763565e-06,1.3162475138724175e-06,1.3163586188664785e-06,1.3163586188664785e-06,1.3167224859726517e-06,1.3163586188664785e-06,1.3169178781051175e-06,0.0,0.0
transcription_TU_BSU_tRNA_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_49,1.3689592628867302e-06,1.375204297647309e-06,1.3702509908417993e-06,1.3682111737456622e-06,1.3683112482304735e-06,1.3681204827690098e-06,1.3682458620569581e-06,1.3682458620569581e-06,1.368483665809598e-06,1.3682458620569581e-06,1.3687280528458118e-06,0.0,0.0
transcription_TU_BSU_tRNA_50,1.9619787314425388e-06,1.9706381849819664e-06,1.9635596993988434e-06,1.960930384616986e-06,1.961066683759117e-06,1.960830091198511e-06,1.960968800882935e-06,1.960968800882935e-06,1.961354363230779e-06,1.960968800882935e-06,1.961624617475904e-06,0.0,0.0
transcription_TU_BSU_tRNA_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_80,1.7702265779739496e-06,1.77702842818554e-06,1.7722498388514374e-06,1.769504131882576e-06,1.7696309218099755e-06,1.7693850658793706e-06,1.7695479271437945e-06,1.7695479271437945e-06,1.769701111366738e-06,1.7695479271437945e-06,1.7700569067136714e-06,0.0,0.0
transcription_TU_BSU_rRNA_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_21,6.105132148126185e-07,6.127415149441191e-07,6.109040424674647e-07,6.101140473635045e-07,6.101506397974885e-07,6.10085277933608e-07,6.10127182007057e-07,6.10127182007057e-07,6.102059135401913e-07,6.10127182007057e-07,6.1029452782187e-07,0.0,0.0
transcription_TU_BSU_tRNA_22,1.2171575520961157e-06,1.2225355658105846e-06,4.5971207493277675e-07,4.5901037774199877e-07,1.2165526255894264e-06,1.2163452922418146e-06,1.2164667431713775e-06,1.2164667431713775e-06,1.2166446198701966e-06,1.2164667431713775e-06,1.216900228579647e-06,0.0,0.0
translation_BSU05900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06020,1.0599016309026059e-10,1.0689873306558095e-10,1.0665727494979615e-10,1.0645930244190373e-10,1.0643210141298931e-10,1.0646230461588959e-10,1.0646568517913308e-10,1.0646568517913308e-10,1.0650674711336326e-10,1.0646568517913308e-10,1.0648303252050859e-10,0.0,0.0
translation_BSU06030,1.0599016309026059e-10,1.0689873306558095e-10,1.0665727494979615e-10,1.0645930244190373e-10,1.0643210141298931e-10,1.0646230461588959e-10,1.0646568517913308e-10,1.0646568517913308e-10,1.0650674711336326e-10,1.0646568517913308e-10,1.0648303252050859e-10,0.0,0.0
translation_BSU06150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06240,1.7336498488013928e-09,1.7275470300831409e-09,1.7271591399258854e-09,1.729778235949773e-09,1.730020844296677e-09,1.729899538016141e-09,1.7300936300877953e-09,1.7300936300877953e-09,1.7298024960259128e-09,1.7300936300877953e-09,1.7298510166838933e-09,0.0,0.0
translation_BSU06310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06360,1.6664550038535313e-08,1.66360385258265e-08,1.6609387267720106e-08,1.662570709425681e-08,1.6627234980531632e-08,1.662893184036809e-08,1.6628764904428168e-08,1.6628764904428168e-08,1.6629308943669912e-08,1.6628764904428168e-08,1.6628671527644038e-08,0.0,0.0
translation_BSU06370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06420,1.2237272441181036e-08,1.221692422694747e-08,1.2196351445975605e-08,1.2208500298624036e-08,1.2209508812335758e-08,1.2211278247083882e-08,1.2210766893247102e-08,1.2210766893247102e-08,1.2211425689764415e-08,1.2210766893247102e-08,1.2210760471633976e-08,0.0,0.0
translation_BSU06430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06440,4.5144370316403376e-08,4.507773366004892e-08,4.50035928705814e-08,4.504325394521911e-08,4.504732086250022e-08,4.505089139442112e-08,4.505119187931039e-08,4.505119187931039e-08,4.505274394072809e-08,4.505119187931039e-08,4.505157422682772e-08,0.0,0.0
translation_BSU06450,6.25172771354678e-08,6.241332301051338e-08,6.23082216281876e-08,6.237028718990085e-08,6.237543944351894e-08,6.238447905941808e-08,6.238186667584307e-08,6.238186667584307e-08,6.238523230855631e-08,6.238186667584307e-08,6.238183386936849e-08,0.0,0.0
translation_BSU06470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06480,1.2237272441181036e-08,1.221692422694747e-08,1.2196351445975605e-08,1.2208500298624036e-08,1.2209508812335758e-08,1.2211278247083882e-08,1.2210766893247102e-08,1.2210766893247102e-08,1.2211425689764415e-08,1.2210766893247102e-08,1.2210760471633976e-08,0.0,0.0
translation_BSU06490,2.9552188856502242e-08,2.9503049289428506e-08,2.9453367408804683e-08,2.9482706069816107e-08,2.948514156251405e-08,2.9489414628272537e-08,2.9488179743192584e-08,2.9488179743192584e-08,2.9489770692416867e-08,2.9488179743192584e-08,2.948816423542933e-08,0.0,0.0
translation_BSU06500,3.7947669174155176e-08,3.788456954915853e-08,3.7820773544773974e-08,3.7858447024984865e-08,3.786157441671976e-08,3.786706141758287e-08,3.786547571404294e-08,3.786547571404294e-08,3.786751863597774e-08,3.786547571404294e-08,3.786545580067976e-08,0.0,0.0
translation_BSU06510,4.4656750247529385e-08,4.4622063145770444e-08,4.454096308852118e-08,4.456986626928325e-08,4.4574684208078864e-08,4.457866852602731e-08,4.457705413376831e-08,4.457705413376831e-08,4.457602986221976e-08,4.457705413376831e-08,4.457950104831544e-08,0.0,0.0
translation_BSU06520,6.866625694373973e-08,6.857874799905512e-08,6.847076212446542e-08,6.852172773749471e-08,6.85287157831775e-08,6.85280533534424e-08,6.853301963891115e-08,6.853301963891115e-08,6.853339476765169e-08,6.853301963891115e-08,6.85342110096448e-08,0.0,0.0
translation_BSU06530,3.2645808871963924e-08,3.2591525213906315e-08,3.253664247113824e-08,3.256905239937026e-08,3.257174284742851e-08,3.257646323171972e-08,3.257509907482106e-08,3.257509907482106e-08,3.2576856569826025e-08,3.257509907482106e-08,3.257508194365431e-08,0.0,0.0
translation_BSU06660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06670,1.6901380219058998e-08,1.6971034920063782e-08,1.689886534989114e-08,1.687900185087269e-08,1.688119595574319e-08,1.6878339977384485e-08,1.6880547338344838e-08,1.6880547338344838e-08,1.6883259337639995e-08,1.6880547338344838e-08,1.6886274979780217e-08,0.0,0.0
transcription_TU_BSU06670,4.693092482321341e-10,4.718880115417041e-10,4.699222135668601e-10,4.69094194473841e-10,4.691296662603075e-10,4.690630487384047e-10,4.691039903711646e-10,4.691039903711646e-10,4.692099657143845e-10,4.691039903711646e-10,4.692886718069886e-10,0.0,0.0
translation_BSU06680,1.6901380219058998e-08,1.6971034920063782e-08,1.689886534989114e-08,1.687900185087269e-08,1.688119595574319e-08,1.6878339977384485e-08,1.6880547338344838e-08,1.6880547338344838e-08,1.6883259337639995e-08,1.6880547338344838e-08,1.6886274979780217e-08,0.0,0.0
transcription_TU_BSU06680,4.693092482321341e-10,4.718880115417041e-10,4.699222135668601e-10,4.69094194473841e-10,4.691296662603075e-10,4.690630487384047e-10,4.691039903711646e-10,4.691039903711646e-10,4.692099657143845e-10,4.691039903711646e-10,4.692886718069886e-10,0.0,0.0
translation_BSU06690,1.6901380219058998e-08,1.6971034920063782e-08,1.689886534989114e-08,1.687900185087269e-08,1.688119595574319e-08,1.6878339977384485e-08,1.6880547338344838e-08,1.6880547338344838e-08,1.6883259337639995e-08,1.6880547338344838e-08,1.6886274979780217e-08,0.0,0.0
transcription_TU_BSU06690,4.693092482321341e-10,4.718880115417041e-10,4.699222135668601e-10,4.69094194473841e-10,4.691296662603075e-10,4.690630487384047e-10,4.691039903711646e-10,4.691039903711646e-10,4.692099657143845e-10,4.691039903711646e-10,4.692886718069886e-10,0.0,0.0
translation_BSU06730,1.2296507292765784e-12,1.232912370098651e-12,1.22861002242584e-12,1.2276868744325113e-12,1.2278643775540842e-12,1.2276540236494233e-12,1.2278269537078984e-12,1.2278269537078984e-12,1.2279236126592847e-12,1.2278269537078984e-12,1.2281469617570808e-12,0.0,0.0
transcription_TU_BSU06730,3.414433921166566e-14,3.4281737647195613e-14,3.4165083240485114e-14,3.411936265640322e-14,3.4122440564342603e-14,3.4117522214895154e-14,3.412084406536321e-14,3.412084406536321e-14,3.4125756447468224e-14,3.412084406536321e-14,3.413159250082698e-14,0.0,0.0
translation_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07610,1.8890969490711666e-12,2.016982197161624e-12,1.7814079282179087e-12,1.800197109365955e-12,1.804591036671423e-12,1.8057552273939421e-12,1.8045187159393113e-12,1.8045187159393113e-12,1.8634459509426335e-12,1.8045187159393113e-12,1.8180267250097242e-12,0.0,0.0
translation_BSU07700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07840,7.639784262095454e-05,7.647395252488256e-05,7.656426523632759e-05,7.645036941105829e-05,7.645550193213245e-05,7.643438667133829e-05,7.64480542142942e-05,7.64480542142942e-05,7.642561903179765e-05,7.64480542142942e-05,7.645939865020994e-05,0.0,0.0
translation_BSU07920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08000,4.736704550071053e-10,4.732357405906736e-10,4.723385209066341e-10,4.726413058338711e-10,4.72715324307868e-10,4.726604456883308e-10,4.727210202516149e-10,4.727210202516149e-10,4.726885093514091e-10,4.727210202516149e-10,4.727396069543832e-10,0.0,0.0
translation_BSU08030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08060,2.4682893235957254e-09,2.4596004166076648e-09,2.4590481567989477e-09,2.462777102847484e-09,2.4631225172302624e-09,2.4629498070389062e-09,2.4632261462250405e-09,2.4632261462250405e-09,2.462811643205773e-09,2.4632261462250405e-09,2.4628807246423448e-09,0.0,0.0
