,base,PYDX5Pt_s,METt3_FWD_CPLX_dummy_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU_BSU16960,3.745282035603457e-13,3.745689921391647e-13,3.7451850798949196e-13,3.751678840209748e-13,3.7461950479048827e-13,3.745149015933574e-13,3.7451850798949196e-13,3.7460862989939447e-13,3.7451850798949196e-13,3.7465213224276375e-13,3.7467040521349517e-13,0.0,0.0
translation_BSU16990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17460,1.1547093187978201e-07,1.179601634442131e-07,1.1526855895419263e-07,1.1516501880993461e-07,1.1796846506575416e-07,1.1525725635882783e-07,1.1526855895419263e-07,1.1519777997861973e-07,1.1526855895419263e-07,1.0575482132297784e-07,1.1526918879650618e-07,0.0,0.0
translation_BSU17600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU17660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17680,0.0,0.0,0.0,0.0,2.4449462793027814e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU17710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17890,2.5742212040908875e-07,1.5481629329870662e-07,1.612982926805987e-07,1.0600317549302163e-07,1.6129242171664472e-07,1.613500650405219e-07,1.612982926805987e-07,1.4547217162340238e-07,1.612982926805987e-07,1.6126844603292072e-07,1.70667230447134e-07,0.0,0.0
translation_BSU18000,1.5539147422695442e-07,1.557467703914728e-07,1.5571248732911953e-07,2.29754078019207e-07,1.557281935004294e-07,1.557368366584608e-07,1.5571248732911953e-07,1.6090431805696864e-07,1.5571248732911953e-07,1.5570380519425031e-07,1.5869854666879898e-07,0.0,0.0
translation_BSU18120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_85,8.313366450970565e-07,8.309128524020089e-07,8.309116316827064e-07,8.323134654054666e-07,8.310074259312626e-07,8.308450114326499e-07,8.309116316827064e-07,8.309093536752786e-07,8.309116316827064e-07,8.310654278390984e-07,8.31205064505857e-07,0.0,0.0
translation_BSU18410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18470,2.1301467587034172e-08,2.1279198012928732e-08,2.1279053884756498e-08,2.1297912019191594e-08,2.128128606683708e-08,2.1276217747618514e-08,2.1279053884756498e-08,2.1271664602343706e-08,2.1279053884756498e-08,2.1279417918378223e-08,2.1283980597895435e-08,0.0,0.0
translation_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18670,9.630831216627428e-10,9.580467676672137e-10,9.590705137214865e-10,9.552047261611397e-10,9.580952535385177e-10,9.591259539245253e-10,9.590705137214865e-10,9.583069622217683e-10,9.590705137214865e-10,9.594774551140459e-10,9.58676820856824e-10,0.0,0.0
translation_BSU18800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19360,3.478833207356107e-07,3.488322438851045e-07,3.487405368057494e-07,3.8801666002365113e-07,3.487817138962384e-07,3.488066384573147e-07,3.487405368057494e-07,3.6172408850062537e-07,3.487405368057494e-07,3.487165888705283e-07,3.5619007090508536e-07,0.0,0.0
translation_BSU19370,3.478833207356107e-07,3.488322438851045e-07,3.487405368057494e-07,3.8801666002365113e-07,3.487817138962384e-07,3.488066384573147e-07,3.487405368057494e-07,3.6172408850062537e-07,3.487405368057494e-07,3.487165888705283e-07,3.5619007090508536e-07,0.0,0.0
translation_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19630,2.0949388554058293e-07,1.8743539771580964e-07,1.9227832660897472e-07,1.8878337207748623e-07,1.8843723842450012e-07,1.9264735675729178e-07,1.9227832660897472e-07,1.8730031359478298e-07,1.9227832660897472e-07,2.0640914711331176e-07,1.9552465743657605e-07,0.0,0.0
transcription_TU_BSU19630,5.817123611088943e-09,5.208900002864474e-09,5.342789726781147e-09,5.249186378552088e-09,5.23668459301454e-09,5.353276657004707e-09,5.342789726781147e-09,5.205740312048256e-09,5.342789726781147e-09,5.735813425202579e-09,5.433319571254492e-09,0.0,0.0
translation_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU20020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20250,1.2083857956976158e-11,1.206477876385165e-11,1.20668250912921e-11,1.2074309020208216e-11,1.2066303362031526e-11,1.206510340547843e-11,1.20668250912921e-11,1.2061998089485164e-11,1.20668250912921e-11,1.20676485920754e-11,1.2069884440725334e-11,0.0,0.0
transcription_TU_BSU20250,3.355386495084787e-13,3.352847269162615e-13,3.352978480186711e-13,3.3573030157174595e-13,3.3532345007224744e-13,3.3526458661079447e-13,3.352978480186711e-13,3.3524572646540914e-13,3.352978480186711e-13,3.3534260362528806e-13,3.3540291139927255e-13,0.0,0.0
translation_BSU21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21810,1.8537230254334362e-11,1.849783451088432e-11,1.850407262721782e-11,1.8472113397574872e-11,5.2899750786717694e-11,1.850199313825353e-11,1.850407262721782e-11,1.8492377021797202e-11,1.850407262721782e-11,1.8500953437591302e-11,1.8501213360018112e-11,0.0,0.0
transcription_TU_BSU21810,5.147327308309022e-13,5.140617589363952e-13,5.141680338073895e-13,5.136234455533553e-13,1.4700879307892471e-12,5.141326081097396e-13,5.141680338073895e-13,5.13968773892357e-13,5.141680338073895e-13,5.14114895538659e-13,5.141193236640701e-13,0.0,0.0
translation_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21870,1.3384820539642338e-07,1.336271035231725e-07,1.3365218021786352e-07,2.2553440589882978e-07,1.3363859405248998e-07,1.3363544216171398e-07,1.3365218021786352e-07,1.3359613572776755e-07,1.3365218021786352e-07,1.336550487844619e-07,1.336683590040967e-07,0.0,0.0
translation_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21910,3.485107615839404e-08,7.010686488945552e-08,7.012004358347177e-08,1.438442866011129e-07,7.011360528176674e-08,7.011197393346822e-08,7.012004358347177e-08,7.0093606088155e-08,7.012004358347177e-08,7.012382690428004e-08,7.013072882427725e-08,0.0,0.0
translation_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22360,7.947933848842626e-09,7.937416938157356e-09,7.939243822685042e-09,7.946075898264725e-09,7.938435737558559e-09,7.938047720833854e-09,7.939243822685042e-09,7.936278835693585e-09,7.939243822685042e-09,7.939680730163983e-09,7.941388710137804e-09,0.0,0.0
transcription_TU_BSU22360,2.2069433450132387e-10,2.205837937537933e-10,2.2060578060113228e-10,2.2094336439224203e-10,2.2060970786389939e-10,2.2058213661174907e-10,2.2060578060113228e-10,2.2057734912290212e-10,2.2060578060113228e-10,2.206323118950564e-10,2.2067857459731138e-10,0.0,0.0
translation_BSU22370,6.289508874557344e-07,9.182279533515891e-07,6.279274061343798e-07,6.508843755590204e-07,9.182819383307642e-07,6.278590295404838e-07,6.279274061343798e-07,4.5847006510479833e-07,6.279274061343798e-07,6.37252031424498e-07,6.279400629622117e-07,0.0,0.0
transcription_TU_BSU22370,1.7464400205252486e-08,2.551789921824304e-08,1.7448061639738165e-08,1.8098063195917706e-08,2.5519122009564647e-08,1.7446920338300888e-08,1.7448061639738165e-08,1.2742509897484312e-08,1.7448061639738165e-08,1.7708317718476355e-08,1.7449456648576796e-08,0.0,0.0
translation_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22490,5.691560430435076e-08,5.683393636741779e-08,5.684240691487718e-08,5.68867215172943e-08,5.684193866554425e-08,5.683459543978304e-08,5.684240691487718e-08,1.2312848257580097e-07,5.684240691487718e-08,5.684793695294205e-08,5.6858961767211015e-08,0.0,0.0
translation_BSU22540,4.25546278165564e-05,4.258080745365335e-05,4.25801806068895e-05,4.2552484106037465e-05,4.257820256190307e-05,4.258245074548404e-05,4.25801806068895e-05,4.2585497369691154e-05,4.25801806068895e-05,4.2576151753507696e-05,4.257209529008583e-05,0.0,0.0
translation_BSU22550,4.25546278165564e-05,4.258080745365335e-05,4.25801806068895e-05,4.2552484106037465e-05,4.257820256190307e-05,4.258245074548404e-05,4.25801806068895e-05,4.2585497369691154e-05,4.25801806068895e-05,4.2576151753507696e-05,4.257209529008583e-05,0.0,0.0
translation_BSU22560,4.25546278165564e-05,4.258080745365335e-05,4.25801806068895e-05,4.2552484106037465e-05,4.257820256190307e-05,4.258245074548404e-05,4.25801806068895e-05,4.2585497369691154e-05,4.25801806068895e-05,4.2576151753507696e-05,4.257209529008583e-05,0.0,0.0
translation_BSU22600,8.953987736768482e-08,8.939516456304428e-08,8.941895582921948e-08,8.936839061287517e-08,8.940050200531335e-08,8.941093355123569e-08,8.941895582921948e-08,8.937976306942408e-08,8.941895582921948e-08,8.941260435806873e-08,8.942016767596662e-08,0.0,0.0
translation_BSU22610,0.0,1.5514087277600206e-08,1.5514382392282304e-08,1.55265660960117e-08,1.55161364565941e-08,1.551226560712795e-08,1.5514382392282304e-08,1.55075691286418e-08,1.5514382392282304e-08,1.551540447262769e-08,1.5518166297958272e-08,0.0,0.0
translation_BSU22620,0.0,1.0883380821011448e-08,1.088358784868982e-08,1.089213491208612e-08,1.0884818352911453e-08,1.0882102889984945e-08,1.088358784868982e-08,1.087880823507113e-08,1.088358784868982e-08,1.0884304854429796e-08,1.0886242319154338e-08,0.0,0.0
translation_BSU22630,5.173891062746844e-09,1.1194252884915495e-08,5.168680335075722e-09,5.170091222511682e-09,1.119484451059909e-08,5.1680927680435415e-09,5.168680335075722e-09,5.167177450919148e-09,5.168680335075722e-09,5.16820862672586e-09,5.169243894305627e-09,0.0,0.0
translation_BSU22640,5.173891062746844e-09,1.1194252884915495e-08,5.168680335075722e-09,5.170091222511682e-09,1.119484451059909e-08,5.1680927680435415e-09,5.168680335075722e-09,5.167177450919148e-09,5.168680335075722e-09,5.16820862672586e-09,5.169243894305627e-09,0.0,0.0
translation_BSU22650,1.0020601334964252e-08,2.168061600874882e-08,1.0010509389845165e-08,1.0013241944580627e-08,2.1681761847546532e-08,1.0009371411693781e-08,1.0010509389845165e-08,1.0007598659255168e-08,1.0010509389845165e-08,1.0009595802515433e-08,1.00116008705708e-08,0.0,0.0
translation_BSU22660,9.002693477613736e-09,1.9478266204600705e-08,8.993626687561622e-09,8.99608166524927e-09,1.9479295647358257e-08,8.992604306954046e-09,8.993626687561622e-09,8.991011633392545e-09,8.993626687561622e-09,8.992805903816248e-09,8.994607294022369e-09,0.0,0.0
translation_BSU22670,7.4014777341551424e-09,1.6013868957305878e-08,7.394023560039601e-09,7.39604189630065e-09,1.6014715303754035e-08,7.39318301967003e-09,7.394023560039601e-09,7.391873618441105e-09,7.394023560039601e-09,7.393348760588632e-09,7.394829756196698e-09,0.0,0.0
translation_BSU22680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22690,0.0,5.441690410505724e-09,5.44179392434491e-09,5.44606745604306e-09,5.442409176455726e-09,5.441051444992472e-09,5.44179392434491e-09,5.439404117535565e-09,5.44179392434491e-09,5.442152427214898e-09,1.298622547529712e-08,0.0,0.0
transcription_TU_BSU22690,0.0,1.5122661749221986e-10,1.512097654842654e-10,1.5142977261367773e-10,1.512449477688861e-10,1.5119570899037237e-10,1.512097654842654e-10,1.5118034105077374e-10,1.512097654842654e-10,1.5122959127815166e-10,3.608665728236506e-10,0.0,0.0
translation_BSU22700,9.555708541489698e-08,9.540264770244756e-08,9.542803777579663e-08,9.537407450446676e-08,9.540834382848432e-08,9.541947638923842e-08,9.542803777579663e-08,9.538621120638963e-08,9.542803777579663e-08,9.54212594766845e-08,9.542933106038146e-08,0.0,0.0
transcription_TU_BSU22700,2.653382347362869e-09,2.6512753617863813e-09,2.6516349963470705e-09,2.6519088373438552e-09,2.6514048303241216e-09,2.65151240160365e-09,2.6516349963470705e-09,2.6511212680878425e-09,2.6516349963470705e-09,2.6516196050926275e-09,2.651829487492053e-09,0.0,0.0
translation_BSU22710,9.333428613815244e-08,9.318344087553595e-08,9.320824033818952e-08,9.315553233244213e-08,9.318900450124811e-08,9.319987810215758e-08,9.320824033818952e-08,9.316738671671014e-08,9.320824033818952e-08,9.320161971234984e-08,9.320950353906022e-08,0.0,0.0
transcription_TU_BSU22710,2.591660745693701e-09,2.589602771721064e-09,2.5899540406494418e-09,2.590221511699226e-09,2.5897292286289415e-09,2.5898342976412515e-09,2.5899540406494418e-09,2.589452262470085e-09,2.5899540406494418e-09,2.589939007418363e-09,2.5901440076424523e-09,0.0,0.0
translation_BSU22730,1.5898414568155424e-06,1.5875524576465621e-06,1.587788022824569e-06,1.5886875873012457e-06,1.5877370937439277e-06,1.5875884816909492e-06,1.587788022824569e-06,1.587202891836418e-06,1.587788022824569e-06,1.5878970427074656e-06,1.5881551498866363e-06,0.0,0.0
transcription_TU_BSU22730,4.4145938925449746e-08,4.411867823238374e-08,4.41194683054689e-08,4.417400299224236e-08,4.412332958221427e-08,4.411584203915645e-08,4.41194683054689e-08,4.411400023231223e-08,4.41194683054689e-08,4.4125375753822725e-08,4.413230827864622e-08,0.0,0.0
translation_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22780,4.298413505438486e-11,4.289278419269783e-11,4.2907249138716456e-11,4.2833142067468024e-11,4.289398951172387e-11,4.2902427219084524e-11,4.2907249138716456e-11,4.288012936537141e-11,4.2907249138716456e-11,4.2900016360878194e-11,4.2900619069079175e-11,0.0,0.0
translation_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU22870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU22880,2.6466731423871383e-06,2.6453067404834964e-06,2.6453094076174627e-06,2.649238846378347e-06,2.6456038503228677e-06,2.64508060814517e-06,2.6453094076174627e-06,2.6450872777111458e-06,2.6453094076174627e-06,2.64571293714264e-06,2.6461845366691124e-06,0.0,0.0
transcription_TU_BSU22880,7.349152357209342e-08,7.351406647838144e-08,7.350455028620174e-08,7.366299432469295e-08,7.352152386672009e-08,7.350138882683319e-08,7.350455028620174e-08,7.351636100437596e-08,7.350455028620174e-08,7.352055854270915e-08,7.353326388974269e-08,0.0,0.0
translation_BSU22890,1.5122979578231812e-08,1.50881526160019e-08,1.5091376748383305e-08,1.5075747906218e-08,1.5089565210306073e-08,1.5090650116891847e-08,1.5091376748383305e-08,1.5080358023649737e-08,1.5091376748383305e-08,1.509178347262694e-08,1.5091722617155056e-08,0.0,0.0
transcription_TU_BSU22890,4.1992749023458393e-10,4.193054202273706e-10,4.1934030775199566e-10,4.1918633873815703e-10,4.1934011723355926e-10,4.193383515329481e-10,4.1934030775199566e-10,4.1913665907508906e-10,4.1934030775199566e-10,4.1937896388391854e-10,4.1937499308153013e-10,0.0,0.0
translation_BSU22960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23070,1.736494026037654e-07,7.691766978697473e-08,1.6791625377328173e-07,1.44253121917315e-07,7.692283096061272e-08,1.678984619182973e-07,1.6791625377328173e-07,2.0644236318858475e-07,1.6791625377328173e-07,1.745648745470648e-07,1.6036174247943662e-07,0.0,0.0
translation_BSU23080,1.2789074463556925e-07,1.27684049821059e-07,1.2771803113571367e-07,1.276458083076169e-07,1.2769167334575335e-07,1.2770657283204851e-07,1.2771803113571367e-07,1.2766205170641454e-07,1.2771803113571367e-07,1.2770895926294725e-07,1.2771976202911482e-07,0.0,0.0
translation_BSU23100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU23250,7.128778722799445e-12,7.106065434983504e-12,7.109660358841442e-12,7.091249185364354e-12,7.10636496577191e-12,7.1084619162038285e-12,7.109660358841442e-12,7.102920871010741e-12,7.109660358841442e-12,7.107862745554565e-12,7.108012535288159e-12,0.0,0.0
translation_BSU23260,1.5802428122315666e-13,1.5752079372257687e-13,1.5760048272412853e-13,1.571923605803051e-13,1.5752743344859201e-13,1.5757391673803747e-13,1.5760048272412853e-13,1.5745108788923868e-13,1.5760048272412853e-13,1.5756063486818826e-13,1.5756395527072935e-13,0.0,0.0
translation_BSU23270,3.5643893613997223e-13,3.5530327174917523e-13,3.5548301794207213e-13,3.545624592682177e-13,3.5531824828859547e-13,3.5542309581019145e-13,3.5548301794207213e-13,3.5514604355053703e-13,3.5548301794207213e-13,3.5539313727772824e-13,3.5540062676440794e-13,0.0,0.0
translation_BSU23280,1.0453422085726086e-13,1.0420116018343849e-13,1.0425387504234257e-13,1.0398389925135048e-13,1.0420555241088815e-13,1.042363014477289e-13,1.0425387504234257e-13,1.041550492635165e-13,1.0425387504234257e-13,1.0422751539342466e-13,1.0422971186405486e-13,0.0,0.0
translation_BSU23380,2.7678230525955707e-08,2.7638515161204013e-08,2.7642634414054395e-08,2.7664184739248317e-08,2.7642406702987478e-08,2.763883567008873e-08,2.7642634414054395e-08,5.98777535035963e-08,2.7642634414054395e-08,2.7645323688292062e-08,2.7650685088817843e-08,0.0,0.0
transcription_TU_BSU23380,7.685555494387421e-10,7.680847025525437e-10,7.680989624427247e-10,7.692121403965995e-10,7.681844974255141e-10,7.680268045716375e-10,7.680989624427247e-10,1.6642152339527222e-09,7.680989624427247e-10,7.682237971184858e-10,7.683686058900357e-10,0.0,0.0
