,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU01340,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01340,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01350,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01350,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01360,2.288649763504839e-07,2.286251303397e-07,2.2866390124635948e-07,2.2854908251716896e-07,2.2866390124635948e-07,2.285251049283664e-07,2.2866390124635948e-07,2.2867110447371758e-07,2.285347734662887e-07,2.28759544871907e-07,2.2866332154889528e-07,0.0,0.0
transcription_TU_BSU01360,6.355010573431784e-09,6.3544072597794885e-09,6.355242956390706e-09,6.35270812292241e-09,6.355242956390706e-09,6.354253459493843e-09,6.355242956390706e-09,6.3555813864509575e-09,6.354591452207795e-09,6.361533730115961e-09,6.355572425652857e-09,0.0,0.0
translation_BSU01370,4.723673322098196e-07,4.6104327122356033e-07,4.6067452934536956e-07,4.656876407875392e-07,4.6067452934536956e-07,5.163058191854619e-07,4.6067452934536956e-07,4.6070213156654015e-07,5.142301831404147e-07,4.563628278009085e-07,4.6399745063379795e-07,0.0,0.0
transcription_TU_BSU01370,1.311646473220113e-08,1.2814237461045857e-08,1.2803501304110522e-08,1.2944167728843697e-08,1.2803501304110522e-08,1.4356138415271293e-08,1.2803501304110522e-08,1.2804546944492138e-08,1.4298579934634548e-08,1.2690913176331937e-08,1.2896556311899842e-08,0.0,0.0
translation_BSU01380,3.9654431204649006e-11,3.952320235608291e-11,3.952692136708861e-11,3.953277034839949e-11,3.952692136708861e-11,3.9907529267730204e-11,3.952692136708861e-11,3.9528722817245815e-11,3.988873824224198e-11,3.964134265677513e-11,3.954921226087669e-11,0.0,0.0
transcription_TU_BSU01380,1.1011048243705416e-12,1.0985079532073482e-12,1.0985695041359246e-12,1.0988455895246817e-12,1.0985695041359246e-12,1.1096485700720479e-12,1.0985695041359246e-12,1.0986434667627267e-12,1.1091381465888629e-12,1.1023790878731058e-12,1.0992488047444534e-12,0.0,0.0
translation_BSU01390,4.808711580387488e-10,4.800264426543161e-10,4.800636886751161e-10,4.801332323538197e-10,4.800636886751161e-10,4.824415517479265e-10,4.800636886751161e-10,4.800718700569515e-10,4.822840867644757e-10,4.803864099284993e-10,4.802112550820416e-10,0.0,0.0
transcription_TU_BSU01390,1.3352594802949517e-11,1.3341855759935403e-11,1.3342383119688181e-11,1.3345694726339457e-11,1.3342383119688181e-11,1.3414525726435048e-11,1.3342383119688181e-11,1.334290070673686e-11,1.3410293273121774e-11,1.3358980723452012e-11,1.334721017176757e-11,0.0,0.0
translation_BSU01400,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01400,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01410,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01410,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01420,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01420,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01430,5.015447038365565e-08,5.018186019843951e-08,5.018313111964008e-08,5.01985420160451e-08,5.018313111964008e-08,5.0486848710805127e-08,5.018313111964008e-08,5.01852832463239e-08,5.046360964463031e-08,5.04098063310116e-08,5.020582606800025e-08,0.0,0.0
transcription_TU_BSU01430,1.3926647697500746e-09,1.3947547073255037e-09,1.3947369429078235e-09,1.3953094106174571e-09,1.3947369429078235e-09,1.4038117745537667e-09,1.3947369429078235e-09,1.3948270937343756e-09,1.403180871039836e-09,1.401837389923594e-09,1.395443578810584e-09,0.0,0.0
translation_BSU01440,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01440,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01490,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01490,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01500,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU01500,7.349152357209342e-08,7.350850766564072e-08,7.351126195473301e-08,7.352398766097194e-08,7.351126195473301e-08,7.391771751423698e-08,7.351126195473301e-08,7.351636100437596e-08,7.38995388163161e-08,7.367937140102291e-08,7.354054265411336e-08,0.0,0.0
translation_BSU01530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_23,9.948581529375435e-07,9.941991379634014e-07,9.942952584730398e-07,9.943275850968425e-07,9.942952584730398e-07,9.990578448238707e-07,9.942952584730398e-07,9.943416222652068e-07,9.988094548411097e-07,9.960483796890616e-07,9.946362006558693e-07,0.0,0.0
transcription_TU_BSU_tRNA_24,1.244170759126463e-06,1.2434136730668707e-06,1.243519226785347e-06,1.243541634436075e-06,1.243519226785347e-06,1.2491085729562286e-06,1.243519226785347e-06,1.243575241819739e-06,1.248833877659316e-06,1.245597782433053e-06,1.2439052669984669e-06,0.0,0.0
transcription_TU_BSU_tRNA_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_27,9.169946908599193e-07,9.164613815679476e-07,9.165333959213249e-07,9.165147162311019e-07,9.165333959213249e-07,9.204805107007356e-07,9.165333959213249e-07,9.165803736569207e-07,9.202994506738791e-07,9.181779331363513e-07,9.168128165817527e-07,0.0,0.0
transcription_TU_BSU_tRNA_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_29,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU_rRNA_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_25,2.6466731423871383e-06,2.6447615739878068e-06,2.644961342856163e-06,2.6451459122268926e-06,2.644961342856163e-06,2.6583853254654267e-06,2.644961342856163e-06,2.6450872777111458e-06,2.6577026217448406e-06,2.6494962037777267e-06,2.64587099722499e-06,0.0,0.0
transcription_TU_BSU_rRNA_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01770,4.036595946861767e-08,4.026659122119611e-08,4.0270552282314334e-08,4.0259801283955425e-08,4.0270552282314334e-08,4.0223597954623354e-08,4.0270552282314334e-08,4.026828879496306e-08,4.022246686298831e-08,4.0211156821326436e-08,4.026489368321186e-08,0.0,0.0
translation_BSU01780,4.7722284428841154e-08,4.7604807231988345e-08,4.7609490160074606e-08,4.7596779891116994e-08,4.7609490160074606e-08,4.755397883789295e-08,4.7609490160074606e-08,4.760681417296564e-08,4.755264161520747e-08,4.7539270422445175e-08,4.7602800333314825e-08,0.0,0.0
translation_BSU02090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02230,7.396331848850919e-09,7.3698007880646144e-09,7.370377041063877e-09,7.372295915425299e-09,7.370377041063877e-09,7.360033822308071e-09,7.370377041063877e-09,7.368091274932247e-09,7.357729994063921e-09,7.2672304060761376e-09,7.368796258870651e-09,0.0,0.0
translation_BSU02270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03130,4.998023722190448e-14,4.982312954584562e-14,4.982935114469238e-14,4.981355632485541e-14,4.982935114469238e-14,4.9840743472218156e-14,4.982935114469238e-14,4.982683477862051e-14,4.983515294668699e-14,4.97702727581545e-14,4.982635462923103e-14,0.0,0.0
translation_BSU03150,1.541682918443939e-07,1.5388418658150862e-07,1.538953789410213e-07,1.5386880994035182e-07,1.538953789410213e-07,1.54060017553647e-07,1.538953789410213e-07,1.5389260967251242e-07,1.5404350220391277e-07,1.538469713271083e-07,1.5389995535479668e-07,0.0,0.0
translation_BSU03200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU03950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04640,5.828931350922102e-08,5.814582362311239e-08,5.8151543480546454e-08,5.8136018807724866e-08,5.8151543480546454e-08,5.808374042164674e-08,5.8151543480546454e-08,5.8148274956136787e-08,5.8082107101002546e-08,5.806577515762972e-08,5.814337234175899e-08,0.0,0.0
transcription_TU_BSU04640,1.618549109505966e-09,1.6161051202357859e-09,1.6162025798283914e-09,1.6159380507968559e-09,1.6162025798283914e-09,1.615047102287877e-09,1.6162025798283914e-09,1.6161468884142797e-09,1.6150192625486503e-09,1.6147408731619391e-09,1.6160633523847964e-09,0.0,0.0
translation_BSU04730,4.050532723428497e-11,4.802320708977827e-11,4.803177719336332e-11,4.802771309793089e-11,4.803177719336332e-11,6.328163225691655e-11,4.803177719336332e-11,4.803097843570676e-11,5.098122381881288e-11,4.811447861617432e-11,4.804762351019492e-11,0.0,0.0
translation_BSU04740,1.9663040085886457e-07,2.4631897031611166e-07,2.463457601282209e-07,2.463157050326033e-07,2.463457601282209e-07,3.5109315036784433e-07,2.463457601282209e-07,2.463362618698903e-07,2.6516383669422637e-07,2.4645063218404195e-07,2.463691643119857e-07,0.0,0.0
transcription_TU_BSU_tRNA_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_46,1.0901723624089156e-06,1.0893306394048364e-06,1.0894204475136326e-06,1.0895042096046924e-06,1.0894204475136326e-06,1.0952199285046804e-06,1.0894204475136326e-06,1.0894624353729657e-06,1.0948532651699814e-06,1.0912582739639656e-06,1.0898012520224328e-06,0.0,0.0
transcription_TU_BSU_tRNA_47,1.3169587772494026e-06,1.3156708196756817e-06,1.3157692863056634e-06,1.315965299971224e-06,1.3157692863056634e-06,1.3249690632382783e-06,1.3157692863056634e-06,1.3158407223173262e-06,1.3245179006358438e-06,1.318473737662294e-06,1.3163648418058337e-06,0.0,0.0
transcription_TU_BSU_tRNA_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_49,1.3689592628867302e-06,1.3677379383850748e-06,1.3678510086710689e-06,1.367952383099309e-06,1.3678510086710689e-06,1.375204297647309e-06,1.3678510086710689e-06,1.3679105086523073e-06,1.3748060887189042e-06,1.370190255205279e-06,1.368349781254588e-06,0.0,0.0
transcription_TU_BSU_tRNA_50,1.9619787314425388e-06,1.960520021756754e-06,1.960639157237221e-06,1.9608835074619008e-06,1.960639157237221e-06,1.9706381849819664e-06,1.960639157237221e-06,1.9607267975810437e-06,1.970137992479296e-06,1.963590319496936e-06,1.9613185498052594e-06,0.0,0.0
transcription_TU_BSU_tRNA_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_80,1.7702265779739496e-06,1.7690280568415222e-06,1.7691760004628666e-06,1.769132924398431e-06,1.7691760004628666e-06,1.77702842818554e-06,1.7691760004628666e-06,1.7692554164190458e-06,1.7766317950915307e-06,1.77233920059636e-06,1.7697117699127712e-06,0.0,0.0
transcription_TU_BSU_rRNA_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
