,base,ASNt2r_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,PYDX5Pt_s,CITt11_FWD_BSU07610-MONOMER_s,4FE4St_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
formation_BSU29140-MONOMER,3.338898615383031e-07,2.2037363856095408e-07,2.2038998133602002e-07,2.204083877793668e-07,2.2038998278037798e-07,2.2039033752536057e-07,2.204039758345791e-07,2.2038998786561773e-07,2.202672016307659e-07,2.205732555614234e-07,2.2045826094692274e-07,2.203841275346145e-07,2.2038795559914147e-07,2.2043080260538842e-07,2.203501703801988e-07,0.0,0.0
formation_BSU15610-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18210-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU28680-MONOMER,9.02917483796273e-12,1.0312239252692965e-11,1.0313831535589371e-11,1.0312818250433101e-11,1.0313831535589371e-11,1.0313831535589371e-11,1.0310357622291279e-11,1.0313831535589371e-11,1.0296033915067579e-11,1.0295889281949785e-11,1.0306305462997637e-11,1.0309633964004827e-11,1.0313252509404846e-11,1.0310647092716957e-11,1.0312384000604193e-11,0.0,0.0
formation_BSU33960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13170-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22410-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23860-MONOMER,0.0,7.361630184520552e-08,7.362453586386007e-08,7.363501413505855e-08,7.362453642300695e-08,7.362470555396468e-08,7.192272426522493e-08,7.362453838091732e-08,5.8528815348113996e-08,4.8561096266191795e-08,6.949328612280194e-08,7.361372060636802e-08,7.362311517937073e-08,6.258155319071228e-08,7.607095802165605e-08,0.0,0.0
formation_BSU01200-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU17460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24090-MONOMER,3.50032885934427e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34880-MONOMER,1.637593303848502e-08,3.458979681800401e-08,3.459170661462201e-08,3.458752487904102e-08,3.459170666346906e-08,3.459166988001212e-08,3.458202742779134e-08,3.4591706844010795e-08,3.45731174746326e-08,3.4541655575031396e-08,3.457062491903144e-08,3.458417225141842e-08,3.459110038080749e-08,3.458396753469771e-08,3.459298322092945e-08,0.0,0.0
formation_BSU28270-MONOMER,6.789857695507036e-08,1.1848521835237729e-07,1.1849000567802235e-07,1.1847919853495326e-07,1.1849000583532899e-07,1.1849007158076208e-07,1.1845895746031872e-07,1.184900064126686e-07,1.1839931719864699e-07,1.1830556624994297e-07,1.1842137239056934e-07,1.1846098489730167e-07,1.1848691583773834e-07,1.1845642751527894e-07,1.1849216710675868e-07,0.0,0.0
formation_BSU39420-MONOMER,9.421935200785794e-09,1.084845136778271e-08,1.0850123315190162e-08,1.0849059333889129e-08,1.0850123315190162e-08,1.0850123315190162e-08,1.0846475594506987e-08,1.0850123315190162e-08,1.0831435169736184e-08,1.0831283299001857e-08,1.0842220688371389e-08,1.0845715729180765e-08,1.0849515319545711e-08,1.084677954802204e-08,1.0848603357726918e-08,0.0,0.0
formation_BSU13850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01330-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU19350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01110-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU37500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16690-MONOMER,2.5449450750018364e-11,1.3492048636353627e-11,1.3487906579801264e-11,1.3487366729944249e-11,1.348790663405254e-11,1.3487921302184528e-11,1.3488188602588846e-11,1.348790683023719e-11,1.3502105805662141e-11,1.3477593387713888e-11,1.3487408917250203e-11,1.3490922680353311e-11,1.3488432426503582e-11,1.348460807537047e-11,1.3492783894211661e-11,0.0,0.0
formation_BSU16570-MONOMER,7.194071021935785e-09,7.3260804982295735e-09,7.32581654773943e-09,7.324960214903182e-09,7.325816569094647e-09,7.325821666577191e-09,7.3260165520448145e-09,7.3258166479750106e-09,7.332312961559127e-09,7.317825836785826e-09,7.3223021897006564e-09,7.326666298995614e-09,7.326032435821326e-09,7.324779359066754e-09,7.327655379922549e-09,0.0,0.0
formation_BSU04340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19630-MONOMER,1.184921875305894e-09,2.2365653102000093e-07,2.0948324958759314e-07,2.098822301763695e-07,2.094832662925793e-07,2.094849861784887e-07,2.0465118255507236e-07,2.094833249343991e-07,2.060048666154647e-07,1.9222964548149387e-07,2.0497134709153938e-07,2.057099115160241e-07,2.0951051077592675e-07,2.0076252011083494e-07,2.1275293370646518e-07,0.0,0.0
formation_BSU22880-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU15140-MONOMER,1.5417380448835565e-12,1.2297481983482718e-12,1.2296387116738805e-12,1.2294856032571621e-12,1.2296387154338873e-12,1.2296396329800925e-12,1.2294463826446117e-12,1.2296387292871413e-12,1.230395809184919e-12,1.227868945595864e-12,1.2289950289606463e-12,1.229592690129423e-12,1.2296629510064927e-12,1.2293285275656393e-12,1.2299766291655762e-12,0.0,0.0
formation_BSU06230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22370-MONOMER,1.8951998389926164e-07,3.191450418140878e-07,3.1447402191811893e-07,3.1443802761504406e-07,3.144740222888676e-07,3.144753684145533e-07,4.688438987975832e-07,3.1447402363554594e-07,3.2596804801007806e-07,3.1397108409507295e-07,2.1144608767119565e-07,4.688359493947512e-07,3.144627306792448e-07,3.1438165376400154e-07,3.1448699849096456e-07,0.0,0.0
formation_BSU35670-MONOMER,2.704669818702776e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36760-MONOMER,4.502192479579693e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35740-MONOMER,2.0382506098807266e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18250-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09280-MONOMER,4.1013900338157995e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18470-MONOMER,6.9621474675682405e-09,2.1302045615165333e-08,2.1301278126276488e-08,2.1298788167130678e-08,2.1301278188371058e-08,2.130129301032199e-08,2.130185967883212e-08,2.1301278417731506e-08,2.1320167749937546e-08,2.127804353456371e-08,2.129105942675932e-08,2.1303748948160736e-08,2.130190586409201e-08,2.1298262292581757e-08,2.1306624898954306e-08,0.0,0.0
formation_BSU40890-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU10130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09540-MONOMER,2.185257700646794e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30820-MONOMER,1.1762114377443829e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29020-MONOMER,3.709406912514317e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00130-MONOMER,1.0896142012225226e-08,8.710317687649175e-09,8.709322811110335e-09,8.708271026281214e-09,8.709322836079647e-09,8.709329019269475e-09,8.708032785045036e-09,8.709322928509525e-09,8.7159003949379e-09,8.697845011274425e-09,8.7056420726705e-09,8.709957226022473e-09,8.709468491008127e-09,8.707282183571982e-09,8.711898292811755e-09,0.0,0.0
formation_BSU19520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16650-MONOMER,1.5417380448835565e-12,1.2297481983482718e-12,1.2296387116738805e-12,1.2294856032571621e-12,1.2296387154338873e-12,1.2296396329800925e-12,1.2294463826446117e-12,1.2296387292871413e-12,1.230395809184919e-12,1.227868945595864e-12,1.2289950289606463e-12,1.229592690129423e-12,1.2296629510064927e-12,1.2293285275656393e-12,1.2299766291655762e-12,0.0,0.0
formation_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09300-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29010-MONOMER,3.709406912514317e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22490-MONOMER,2.533029441223664e-08,1.4230428770248706e-08,1.4228774053841415e-08,1.4227052402507276e-08,1.4228774095458774e-08,1.4228783337923791e-08,1.422682654343658e-08,1.4228774249566024e-08,1.4239779382122704e-08,1.4210036774966737e-08,3.082652820537568e-08,1.4229010685549785e-08,1.4229082498671309e-08,1.4225381502410364e-08,1.4233195083032934e-08,0.0,0.0
formation_BSU03900-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29790-MONOMER,8.229963361691614e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16020-MONOMER,1.5417380448835565e-12,1.2297481983482718e-12,1.2296387116738805e-12,1.2294856032571621e-12,1.2296387154338873e-12,1.2296396329800925e-12,1.2294463826446117e-12,1.2296387292871413e-12,1.230395809184919e-12,1.227868945595864e-12,1.2289950289606463e-12,1.229592690129423e-12,1.2296629510064927e-12,1.2293285275656393e-12,1.2299766291655762e-12,0.0,0.0
formation_BSU40850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14870-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24310-MONOMER,3.642944365131357e-08,6.168502935239964e-08,6.168580037881754e-08,6.167855009516405e-08,6.168580045356767e-08,6.168656801459772e-08,6.167892869492107e-08,6.168580072557919e-08,6.162984098916961e-08,6.157533055042514e-08,6.163605030984578e-08,6.167683554687789e-08,6.168195212664458e-08,6.166370002746148e-08,6.168965128065592e-08,0.0,0.0
formation_BSU39780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27320-MONOMER,3.803054433497209e-11,2.4328220335771967e-11,2.432261030648312e-11,2.432021584376079e-11,2.432261038602659e-11,2.4322629984833523e-11,2.4319546965207436e-11,2.4322610677997637e-11,2.4346410013551478e-11,2.4292646628411606e-11,2.4314043977698105e-11,2.4324135007212694e-11,2.4323072601217558e-11,2.431608193724225e-11,2.4331237207255183e-11,0.0,0.0
formation_BSU06310-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01010-MONOMER,3.803054433497209e-11,2.4328220335771967e-11,2.432261030648312e-11,2.432021584376079e-11,2.432261038602659e-11,2.4322629984833523e-11,2.4319546965207436e-11,2.4322610677997637e-11,2.4346410013551478e-11,2.4292646628411606e-11,2.4314043977698105e-11,2.4324135007212694e-11,2.4323072601217558e-11,2.431608193724225e-11,2.4331237207255183e-11,0.0,0.0
formation_BSU01580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16630-MONOMER,1.7348259547876137e-09,9.619743084616458e-10,9.617329377681065e-10,9.616585939945287e-10,9.617329416607938e-10,9.617339611905456e-10,9.61627730461568e-10,9.617329557337216e-10,9.620976164667914e-10,9.603445443630125e-10,9.614290661085806e-10,9.61797945790564e-10,9.617495243459172e-10,9.613791039327605e-10,9.620296498721288e-10,0.0,0.0
formation_BSU32510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16040-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU14180-MONOMER,8.11750923719251e-08,4.560374826748964e-08,4.5598445456751435e-08,4.559292814203703e-08,4.55984455901211e-08,4.5598475209119575e-08,4.5592204339517064e-08,4.559844608398312e-08,4.563371384034296e-08,4.553839876646441e-08,9.878867706205122e-08,4.559920378195968e-08,4.559943391891262e-08,4.558757346800506e-08,4.561261337154785e-08,0.0,0.0
formation_BSU01780-MONOMER,1.7418682282322116e-08,2.385729103018417e-08,2.386097476516462e-08,2.385863053727412e-08,2.386097476516462e-08,2.386097476516462e-08,2.385293789184009e-08,2.386097476516462e-08,2.3819800098632106e-08,2.3819465490958712e-08,2.3843563250581272e-08,2.385126371362106e-08,2.3859635192268786e-08,2.3853607579579174e-08,2.3857625903431346e-08,0.0,0.0
formation_BSU32100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36000-MONOMER,1.8291604226115475e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38550-MONOMER,3.317215704475432e-07,5.316334161123859e-07,5.221296873435132e-07,5.220737761471505e-07,5.221296879923347e-07,5.221311939015836e-07,5.192778675645626e-07,5.221296903562341e-07,5.38115469606608e-07,5.213016298528332e-07,5.217969474629853e-07,5.192787447091437e-07,5.221136628254162e-07,5.219774870032841e-07,5.221506016476738e-07,0.0,0.0
formation_BSU25160-MONOMER,8.23348006421068e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37070-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU38860-MONOMER,4.128236835632165e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06730-MONOMER,1.5417380448835565e-12,1.2297481983482718e-12,1.2296387116738805e-12,1.2294856032571621e-12,1.2296387154338873e-12,1.2296396329800925e-12,1.2294463826446117e-12,1.2296387292871413e-12,1.230395809184919e-12,1.227868945595864e-12,1.2289950289606463e-12,1.229592690129423e-12,1.2296629510064927e-12,1.2293285275656393e-12,1.2299766291655762e-12,0.0,0.0
formation_BSU30980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02290-MONOMER,9.06243500003604e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30950-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15560-MONOMER,4.2276167377193914e-08,6.231130189170339e-08,6.230842993316278e-08,6.230128090220042e-08,6.230843000358356e-08,6.230985454149752e-08,6.230265021036423e-08,6.230843024545342e-08,6.223226824515148e-08,6.217957007532186e-08,6.225395674968674e-08,6.229738386257126e-08,6.230184910075729e-08,6.227963282926662e-08,6.231188530974861e-08,0.0,0.0
formation_BSU25020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13130-MONOMER,1.9198752669513806e-08,1.9551045172280134e-08,1.9550340769979712e-08,1.95480554822371e-08,1.9550340826970187e-08,1.9550354430576033e-08,1.9550874519671674e-08,1.9550341037477505e-08,1.9567677691144775e-08,1.9529016031485463e-08,1.9540962034271817e-08,1.9552608493518768e-08,1.9550916908563267e-08,1.9547572833892118e-08,1.9555248044897737e-08,0.0,0.0
formation_BSU11880-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU20020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36010-MONOMER,0.0,1.2237606709308224e-07,1.223738299390998e-07,1.2236202492383986e-07,1.2237383017245787e-07,1.223739072335304e-07,1.2234751476508435e-07,1.2237383102906522e-07,1.7983638997896053e-07,1.221920688678442e-07,1.2230925496479576e-07,1.223532119223421e-07,1.2237254652391563e-07,1.2233997911722944e-07,1.2238717709036315e-07,0.0,0.0
formation_BSU01400-MONOMER,3.5466361576149546e-06,2.6470965617543986e-06,2.6466565626409987e-06,2.646457018435592e-06,2.646656570733983e-06,2.6466585456471525e-06,2.6466883638473784e-06,2.6466566005515266e-06,2.6505740404391035e-06,2.645149136022353e-06,2.6462367739132727e-06,2.647096225178332e-06,2.646783032257838e-06,2.6463975020901605e-06,2.647569689634127e-06,0.0,0.0
formation_BSU37790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22440-MONOMER,4.5009808933618656e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12910-MONOMER,0.0,7.326080498229573e-09,7.32581654773943e-09,7.3249602149031815e-09,7.325816569094647e-09,7.325821666577191e-09,7.326016552044814e-09,7.3258166479750106e-09,7.3323129615591265e-09,7.317825836785824e-09,7.322302189700656e-09,7.326666298995613e-09,7.326032435821324e-09,7.324779359066754e-09,7.327655379922549e-09,0.0,0.0
