,base,asp__L_s,3amp_s,pep_s,gmp_s,so4_s,adn_c,pser__L_s,pi_c,acnam_s,f6p_s,6pgc_s,cbl1_s,man6p_c,leu__L_s,pyr_c,arg__L_s,zn2_s,k_s,mg2_s,mn2_s,met__L_c
transcription_TU_BSU01150,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01160,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01160,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01170,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01170,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01180,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01180,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01190,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01190,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01200,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01200,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01210,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01210,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01220,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01220,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01230,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01230,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01240,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01240,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01250,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01250,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01260,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01260,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01270,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01270,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01280,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01280,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01290,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01290,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01300,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01300,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01310,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01310,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01320,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01320,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01330,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01330,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01340,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01340,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01350,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01350,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01360,2.5866366316110753e-07,1.4159653517356783e-08,1.2800261473224434e-08,5.597274813767861e-09,1.413495966455776e-08,1.4159161474247055e-08,1.280048755610959e-08,1.4125657394188408e-08,1.4159653517356783e-08,1.3910089193545343e-08,1.4159653517356783e-08,1.4063786600782898e-08,1.4159653517356783e-08,1.4074511147715664e-08,1.4159666392997337e-08,7.754259670737688e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01360,6.9902251619526795e-09,1.0453878582831122e-09,9.467267821863898e-10,5.207406278544914e-10,1.044513546776577e-09,1.0453726315143158e-09,9.467435036199964e-10,1.0443748430995407e-09,1.0453878582831122e-09,1.037506192153282e-09,1.0453878582831122e-09,1.041569686226777e-09,1.0453878582831122e-09,1.0420683962587312e-09,1.0453888088740491e-09,1.7688089898730781e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01370,2.721734995005261e-07,1.4724415598480064e-06,1.4718597368375607e-06,3.446484000759126e-07,1.471649347732698e-06,1.4724339563042411e-06,1.4718610421053916e-06,1.4781936107760827e-06,1.4724415598480064e-06,1.4811409189159224e-06,1.4724415598480064e-06,1.4687051327557946e-06,1.4724415598480064e-06,1.4690403308828756e-06,1.472441294913197e-06,1.6476968974168848e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01370,7.35532011483304e-09,1.0870834705169341e-07,1.0886098189484213e-07,3.206425094639279e-08,1.0874864281827504e-07,1.0870997992588767e-07,1.088610784344336e-07,1.0928965479229037e-07,1.0870834705169341e-07,1.104732581829841e-07,1.0870834705169341e-07,1.0877289223081297e-07,1.0870834705169341e-07,1.0876686838895815e-07,1.0870832749191868e-07,3.7585291291382595e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01380,4.341300612655413e-11,4.058232396529276e-12,3.91417229306627e-12,1.7692999418381856e-12,4.050812999856323e-12,4.058068813483975e-12,3.914196518099512e-12,4.0392249782755826e-12,4.058232396529276e-12,3.952258996402967e-12,4.058232396529276e-12,4.024869080538296e-12,4.058232396529276e-12,4.028166367429882e-12,4.058128569264653e-12,2.365423644907061e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01380,1.1732095806314765e-12,2.9961374889735483e-13,2.8949812843192526e-13,1.646062402205902e-13,2.993378937201922e-13,2.99607719152981e-13,2.8949992015218174e-13,2.986384870601401e-13,2.9961374889735483e-13,2.9478554196937383e-13,2.9961374889735483e-13,2.9808342122360994e-13,2.9961374889735483e-13,2.98243031130236e-13,2.9960608347237377e-13,5.395721559027849e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01390,4.984794034810299e-10,5.926265275863476e-11,5.7901615891655674e-11,2.5298712976489265e-11,5.915562117256459e-11,5.926040831359871e-11,5.790191322329935e-11,5.903048768833e-11,5.926265275863476e-11,5.785713041478316e-11,5.926265275863476e-11,5.886162078792228e-11,5.926265275863476e-11,5.889950831464118e-11,5.926496735382992e-11,3.230194423030107e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01390,1.3471096892175231e-11,4.3752806216327374e-12,4.282491464034983e-12,2.3536574703966224e-12,4.371349416557404e-12,4.375203227682224e-12,4.282513455134998e-12,4.364395553225941e-12,4.3752806216327374e-12,4.315366366839094e-12,4.3752806216327374e-12,4.359315285078546e-12,4.3752806216327374e-12,4.360884404843266e-12,4.375451505031184e-12,7.368333247924339e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01400,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01400,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01410,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01410,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01420,2.754575867304573e-06,6.693868366887255e-07,6.419619935177072e-07,3.5546970257503873e-07,6.687930578797523e-07,6.693748444611838e-07,6.419675268809419e-07,6.676050654734565e-07,6.693868366887255e-07,6.600005578943966e-07,6.693868366887255e-07,6.667804066856668e-07,6.693868366887255e-07,6.670578763894696e-07,6.694165902450005e-07,1.1583262497006636e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01420,7.4440705365512e-08,4.941991488076763e-08,4.748048418231891e-08,3.3071007277837776e-08,4.942096939244351e-08,4.942002701901414e-08,4.748089343826894e-08,4.935911413178934e-08,4.941991488076763e-08,4.9227194456653935e-08,4.941991488076763e-08,4.938202481933931e-08,4.941991488076763e-08,4.938856661986087e-08,4.942211154514452e-08,2.6422353270013553e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01430,5.078367107144945e-08,3.796463638593201e-08,3.674218910513689e-08,2.5985411890134294e-08,3.7965400447770995e-08,3.796472490972175e-08,3.674245086681572e-08,3.789934224186802e-08,3.796463638593201e-08,3.7749165661717285e-08,3.796463638593201e-08,3.795074273098375e-08,3.796463638593201e-08,3.795394180675231e-08,3.7966093193815376e-08,2.090053973749139e-08,0.0,0.0,0.0,0.0,0.0,0.0
