,base,asp__L_s,so4_s,pser__L_s,leu__L_s,3amp_s,acnam_s,6pgc_s,pi_c,adn_c,cbl1_s,man6p_c,pep_s,gmp_s,f6p_s,pyr_c,zn2_s,arg__L_s,mg2_s,k_s,mn2_s,met__L_c
translation_BSU11010,0.0,3.2593570778361234e-10,3.3131419698549935e-10,3.2464404562218613e-10,3.259854077060182e-10,3.355990222529208e-10,3.1886444827452993e-10,3.238619212490368e-10,3.259357077836124e-10,3.356078245378739e-10,3.2593570778361234e-10,3.234220344514913e-10,1.3797191755058383e-10,3.2537369456575143e-10,3.259361356616506e-10,1.9975644138981866e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11190,4.944726979031685e-08,4.529424905964894e-09,4.529161479144051e-09,4.510269381611556e-09,4.531254948520995e-09,4.814851672156811e-09,4.44536773317773e-09,4.4801067966825735e-09,4.529424905964894e-09,4.815077374128347e-09,4.529424905964894e-09,4.485527951665736e-09,2.250015118000564e-09,4.521925103094441e-09,4.529427797248416e-09,4.002922047832093e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11200,4.482223524475056e-08,4.105766597822302e-09,4.10552781054479e-09,4.088402779305268e-09,4.107425467933943e-09,4.364496062839354e-09,4.0295716857745435e-09,4.061061442098793e-09,4.105766597822301e-09,4.364700653849257e-09,4.105766597822302e-09,4.065975531086596e-09,2.0395606744503382e-09,4.098968286611709e-09,4.105769218670545e-09,3.6285100159253713e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11210,7.441480411893711e-08,6.8164788183071275e-09,6.8160823787189385e-09,6.787651046852932e-09,6.819232908854878e-09,7.24602683959409e-09,6.689978445803782e-09,6.742258392036416e-09,6.8164788183071275e-09,7.2463665058299055e-09,6.8164788183071275e-09,6.750416864443104e-09,3.38612091184552e-09,6.805192121106209e-09,6.816483169493711e-09,6.024127547505814e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11220,5.5392594174972795e-08,5.0740232317388775e-09,5.0737281316242785e-09,5.0525645305565316e-09,5.076073310642382e-09,5.393768469309909e-09,4.979859390551295e-09,5.018775327768911e-09,5.0740232317388775e-09,5.3940213087036055e-09,5.0740232317388775e-09,5.024848298818987e-09,2.5205471373338716e-09,5.0656216852317215e-09,5.074026470657739e-09,4.484215962779719e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11230,3.2921552071679877e-08,2.0921508775566725e-09,2.0920470169802142e-09,2.083134353322425e-09,2.0928234302506705e-09,2.1711263394533978e-09,2.0505035583598407e-09,2.0731725527543487e-09,2.0921508775566725e-09,2.171203381819897e-09,2.0921508775566725e-09,2.075307412664675e-09,1.0384990459983874e-09,2.0888632849512305e-09,2.092156060773506e-09,2.0533714984032298e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11240,3.2921552071679877e-08,2.0921508775566725e-09,2.0920470169802142e-09,2.083134353322425e-09,2.0928234302506705e-09,2.1711263394533978e-09,2.0505035583598407e-09,2.0731725527543487e-09,2.0921508775566725e-09,2.171203381819897e-09,2.0921508775566725e-09,2.075307412664675e-09,1.0384990459983874e-09,2.0888632849512305e-09,2.092156060773506e-09,2.0533714984032298e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11250,5.2937534291395915e-08,4.849137015988984e-09,4.848854995031694e-09,4.8286293877291296e-09,4.851096233170824e-09,5.154710797656617e-09,4.759146618425524e-09,4.7963377590756955e-09,4.8491370159889835e-09,5.154952430934015e-09,4.849137015988984e-09,4.802141569458697e-09,2.4088337530141893e-09,4.8411078351400334e-09,4.849140111355447e-09,4.2854706452244406e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11420,2.4458788171285347e-09,2.800931699202071e-10,2.800828329975873e-10,2.792032986068285e-10,2.800598796460093e-10,2.731018185015025e-10,2.7414338146158803e-10,2.7826559495550816e-10,2.800931699202071e-10,2.7310335988070225e-10,2.800931699202071e-10,2.7849487554381463e-10,1.1940443059528134e-10,2.7959338836306863e-10,2.8009349289871864e-10,1.5186326289911967e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11670,1.7817365290620323e-09,3.747159629552955e-10,3.7964399606374445e-10,3.7263568638739543e-10,3.7495680643610094e-10,4.3245306669787144e-10,3.666448014333581e-10,3.7232029677535974e-10,3.747159629552955e-10,4.324659540611801e-10,3.7471596295529544e-10,3.7188513376262206e-10,2.4401763009922697e-10,3.7415071280280825e-10,3.747168346364938e-10,6.282693395485935e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11870,1.1586750158569808e-08,1.6217438216217377e-09,1.6315720010883416e-09,1.6150716037418584e-09,1.6218153624980289e-09,1.5969379113166398e-09,1.5838739874507106e-09,1.6108717742754001e-09,1.621743821621738e-09,1.5969624193021713e-09,1.6217438216217377e-09,1.6109806158038565e-09,6.851799558119217e-10,1.6188672591940885e-09,1.621746312566932e-09,9.389328520127748e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_83,1.6354495206103155e-06,4.140087019984416e-07,4.140011065689113e-07,4.127955233486515e-07,4.1403244175805745e-07,3.9791177058891745e-07,4.0772494241852595e-07,4.124503031113725e-07,4.140087019984416e-07,3.97914964034098e-07,4.140087019984416e-07,4.1266666041487807e-07,2.203458417527993e-07,4.1363795978481133e-07,4.1400911200500506e-07,7.16000724329892e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12840,1.7291245668870888e-06,2.7066227234889234e-07,2.7065124740410886e-07,2.697460618577027e-07,2.706245246845366e-07,2.6669165524717e-07,3.1860491835196994e-07,2.6908305737085437e-07,2.7066227234889234e-07,2.666899889352992e-07,2.7066227234889234e-07,2.692759042599279e-07,1.645814829612997e-07,2.701334297865267e-07,2.7066244274426496e-07,2.6744437926664392e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12910,7.8483928814676e-09,7.102825347504654e-10,7.102558213404072e-10,7.076508491547796e-10,7.102276624156614e-10,6.805506082900223e-10,6.942678922380152e-10,7.05447776697711e-10,7.102825347504654e-10,6.805563617010421e-10,7.102825347504654e-10,7.060776810732409e-10,2.990036461665621e-10,7.090165496743624e-10,7.102834684957176e-10,3.959944797969375e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13010,3.357645692016771e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0371553855473366e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13120,0.0,1.8960858114950925e-09,1.8960145005514753e-09,1.88906057650174e-09,1.8959393308337e-09,1.816716995352278e-09,1.8533350257747442e-09,1.8831795161867615e-09,1.8960858114950925e-09,1.8167323539743319e-09,1.8960858114950925e-09,1.8848610340203102e-09,7.98184586195537e-10,1.892706288244944e-09,2.8411338739828703e-09,1.0570997847175508e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13130,2.0951136565420175e-08,1.8960858114950925e-09,1.8960145005514753e-09,1.88906057650174e-09,1.8959393308337e-09,1.816716995352278e-09,1.8533350257747442e-09,1.8831795161867615e-09,1.8960858114950925e-09,1.8167323539743319e-09,1.8960858114950925e-09,1.8848610340203102e-09,7.98184586195537e-10,1.892706288244944e-09,1.8960883041104074e-09,1.0570997847175508e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13180,0.0,9.793186771275332e-10,9.954790879212885e-10,9.754377004532515e-10,9.794680073822475e-10,1.0083534349547828e-09,9.58072105050019e-10,9.730877001673966e-10,9.793186771275332e-10,1.0083798826309659e-09,9.793186771275332e-10,9.71765999763389e-10,4.145556088199195e-10,9.776300310912136e-10,9.793199627459676e-10,6.001957111721424e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13180,0.0,7.22973811008993e-11,7.349189316753439e-11,7.21142230568434e-11,7.231278373012715e-11,7.45748264293633e-11,7.144182228997643e-11,7.205704740408224e-11,7.229738110089932e-11,7.457678242097542e-11,7.22973811008993e-11,7.193294931265795e-11,3.855379031535052e-11,7.22383324506078e-11,7.229747601060345e-11,1.3667870878612517e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67825789896979e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14000,3.236588706170653e-08,2.598951241936844e-09,2.598851373386193e-09,2.5876957797187134e-09,2.5989261231386404e-09,2.469501840257858e-09,2.535031874736171e-09,2.5809001143127587e-09,2.598951241936844e-09,2.469526352879497e-09,2.598951241936844e-09,2.583290001132693e-09,1.0959529971531236e-09,2.594262804590869e-09,2.5989546080777047e-09,1.483088056010596e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14000,8.746680355591502e-10,1.9186539865867823e-10,1.9186189826450663e-10,1.9130865105498452e-10,1.918751620845524e-10,1.8263702459890104e-10,1.8903305475622013e-10,1.911153967419829e-10,1.9186539865867823e-10,1.826388374796239e-10,1.9186539865867823e-10,1.912226490293131e-10,1.019239425272762e-10,1.9169339421079666e-10,1.9186564716120794e-10,3.377341036239334e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14180,4.9130177968483784e-08,3.945108527516337e-09,3.9449569308782604e-09,3.92802316659791e-09,3.94507039814192e-09,3.748609289591017e-09,3.848081374198564e-09,3.917707606571013e-09,3.945108527516337e-09,3.748646498812605e-09,3.945108527516337e-09,3.921335363306493e-09,1.6636147092947054e-09,3.937991659044212e-09,3.945113637189347e-09,2.2512709135953892e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14180,1.3277126058197204e-09,2.9124433277924e-10,2.91239019314842e-10,2.90399211222681e-10,2.912591532860861e-10,2.7723601411174326e-10,2.869449431246194e-10,2.901058585710808e-10,2.9124433277924e-10,2.7723876599530445e-10,2.9124433277924e-10,2.90268663438873e-10,1.5471664428870946e-10,2.9098323660969326e-10,2.9124470999657026e-10,5.126674447524107e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14190,1.178011333615188e-08,9.459323678284642e-10,9.458960189762561e-10,9.418357515260107e-10,9.45923225415987e-10,8.988170633670668e-10,9.226678304294594e-10,9.393623538859556e-10,9.459323678284642e-10,8.988259851513059e-10,9.459323678284642e-10,9.402321937128612e-10,3.9889067439878834e-10,9.442259315673557e-10,9.45933592992501e-10,5.397950426629467e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14190,3.183502609012947e-10,6.983266477992899e-11,6.983139075212358e-11,6.96300270503145e-11,6.983621834430766e-11,6.64738415805117e-11,6.880178519630122e-11,6.955968886661142e-11,6.983266477992899e-11,6.647450140918686e-11,6.983266477992899e-11,6.959872515496967e-11,3.7096946929018826e-11,6.977006084491233e-11,6.983275522663785e-11,1.2292405304969342e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14530,1.3619041988885935e-11,4.408756842700447e-12,4.408678823798545e-12,4.397793993007614e-12,4.408858776232628e-12,4.3140774014205064e-12,4.348787726412511e-12,4.39304800762933e-12,4.408756842700447e-12,4.3140996655211675e-12,4.408756842700447e-12,4.395077255772026e-12,2.3745622448905906e-12,4.404803036310786e-12,4.408762357099122e-12,7.450164882926023e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14540,5.078367107144945e-08,3.795936154602691e-08,3.795944861622018e-08,3.789407602709137e-08,3.796463638593201e-08,3.673415233790572e-08,3.7737313805255806e-08,3.794511175562332e-08,3.795936154602691e-08,3.673441338390856e-08,3.795936154602691e-08,3.794919040001017e-08,2.600387376372208e-08,3.7960125109173945e-08,3.7959495687413934e-08,2.0908044285861303e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14580,6.035539577443468e-07,4.272722605955357e-07,4.272519481947509e-07,4.22190425713477e-07,4.2724093377313324e-07,4.265753930949079e-07,4.1046009200709104e-07,4.2256295516728675e-07,4.272722605955357e-07,4.265757899148368e-07,4.272722605955357e-07,4.2312329677670453e-07,3.5039419867317264e-07,4.2691585297901556e-07,4.272722787734404e-07,1.0519359712845189e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14590,6.035539577443468e-07,4.272722605955357e-07,4.272519481947509e-07,4.22190425713477e-07,4.2724093377313324e-07,4.265753930949079e-07,4.1046009200709104e-07,4.2256295516728675e-07,4.272722605955357e-07,4.265757899148368e-07,4.272722605955357e-07,4.2312329677670453e-07,3.5039419867317264e-07,4.2691585297901556e-07,4.272722787734404e-07,1.0519359712845189e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14600,6.035539577443468e-07,4.272722605955357e-07,4.272519481947509e-07,4.22190425713477e-07,4.2724093377313324e-07,4.265753930949079e-07,4.1046009200709104e-07,4.2256295516728675e-07,4.272722605955357e-07,4.265757899148368e-07,4.272722605955357e-07,4.2312329677670453e-07,3.5039419867317264e-07,4.2691585297901556e-07,4.272722787734404e-07,1.0519359712845189e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14610,1.045876447126594e-06,8.322634378031056e-07,8.322336651524149e-07,8.267441350708337e-07,8.322032300514841e-07,8.31102084344006e-07,8.150886400558037e-07,8.229958144956182e-07,8.322634378031056e-07,8.31102836368064e-07,8.322634378031056e-07,8.240969991708255e-07,6.879583812386442e-07,8.315938756727734e-07,8.322634678951357e-07,2.0847789392428199e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14860,2.4186489188372327e-07,9.101713168442076e-09,9.111230753424018e-09,9.062934053135497e-09,9.102362726996317e-09,8.882748004788297e-09,8.89001225469626e-09,9.034325802161674e-09,9.101713168442076e-09,8.882901238723928e-09,9.101713168442076e-09,9.041545256319953e-09,3.9832593851078795e-09,9.085858336145489e-09,9.101728739476934e-09,6.048171206419388e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14890,2.4036313827360164e-05,1.9668824840011985e-05,1.9668560764451874e-05,1.9647147700139954e-05,1.966741888675277e-05,1.964390962396044e-05,1.9509919807201636e-05,1.9619823513928094e-05,1.9668824840011985e-05,1.9643926516427387e-05,1.9668824840011985e-05,1.9625625167613423e-05,1.0884313794712226e-05,1.965341829195303e-05,1.966882556181441e-05,3.322502579881955e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14900,2.4036313827360164e-05,1.9668824840011985e-05,1.9668560764451874e-05,1.9647147700139954e-05,1.966741888675277e-05,1.964390962396044e-05,1.9509919807201636e-05,1.9619823513928094e-05,1.9668824840011985e-05,1.9643926516427387e-05,1.9668824840011985e-05,1.9625625167613423e-05,1.0884313794712226e-05,1.965341829195303e-05,1.966882556181441e-05,3.322502579881955e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14910,2.4036313827360164e-05,1.9668824840011985e-05,1.9668560764451874e-05,1.9647147700139954e-05,1.966741888675277e-05,1.964390962396044e-05,1.9509919807201636e-05,1.9619823513928094e-05,1.9668824840011985e-05,1.9643926516427387e-05,1.9668824840011985e-05,1.9625625167613423e-05,1.0884313794712226e-05,1.965341829195303e-05,1.966882556181441e-05,3.322502579881955e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14920,2.4036313827360164e-05,1.9668824840011985e-05,1.9668560764451874e-05,1.9647147700139954e-05,1.966741888675277e-05,1.964390962396044e-05,1.9509919807201636e-05,1.9619823513928094e-05,1.9668824840011985e-05,1.9643926516427387e-05,1.9668824840011985e-05,1.9625625167613423e-05,1.0884313794712226e-05,1.965341829195303e-05,1.966882556181441e-05,3.322502579881955e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
